Horizon,Index,Loss,Model,N,Mean_Loss,In_MCS,MCS_PValue,Elimination_Order,Method,Alpha,Reps,Block_Size,Seed,Note
22day,^FTSE,SquaredError,EGARCH,784,0.0037843583617083827,False,0.0117,4,R,0.1,10000,84,20260925,
22day,^FTSE,SquaredError,GJRGARCH,784,0.004318165634646558,False,0.0028,2,R,0.1,10000,84,20260925,
22day,^FTSE,SquaredError,LinearRegression,784,0.00334438940470306,True,0.1438,6,R,0.1,10000,84,20260925,
22day,^FTSE,SquaredError,RandomForest,784,0.0037047529502324504,False,0.0154,5,R,0.1,10000,84,20260925,
22day,^FTSE,SquaredError,XGBoost,784,0.003925251727294377,False,0.0117,3,R,0.1,10000,84,20260925,
22day,^FTSE,SquaredError,LSTM,784,0.0029230100793709176,True,0.6297,8,R,0.1,10000,84,20260925,
22day,^FTSE,SquaredError,GRU,784,0.0027445323458964864,True,0.7945,10,R,0.1,10000,84,20260925,
22day,^FTSE,SquaredError,Transformer,784,0.002733558291753579,True,0.7945,9,R,0.1,10000,84,20260925,
22day,^FTSE,SquaredError,GARCHLSTM,784,0.002616264721244967,True,0.7945,12,R,0.1,10000,84,20260925,
22day,^FTSE,SquaredError,GARCHGRU,784,0.0026089136208957016,True,0.7945,11,R,0.1,10000,84,20260925,
22day,^FTSE,SquaredError,GARCHTransformer,784,0.0025241849777287314,True,1.0,13,R,0.1,10000,84,20260925,
22day,^GDAXI,QLIKE,HistoricalVolatility,784,-0.9958440545332531,True,0.996,12,R,0.1,10000,40,20260925,identical forecasts to Persistence; result is Persistence's
22day,^GDAXI,QLIKE,Persistence,784,-0.9958440545332531,True,0.996,12,R,0.1,10000,40,20260925,
22day,^GDAXI,QLIKE,GARCH,784,-0.9911436996732996,True,0.996,8,R,0.1,10000,40,20260925,
22day,^GDAXI,QLIKE,EGARCH,784,-0.9800659458778589,False,0.0633,2,R,0.1,10000,40,20260925,
22day,^GDAXI,QLIKE,GJRGARCH,784,-0.9596704029909118,False,0.0,1,R,0.1,10000,40,20260925,
22day,^GDAXI,QLIKE,LinearRegression,784,-0.9944957326207164,True,0.996,10,R,0.1,10000,40,20260925,
22day,^GDAXI,QLIKE,RandomForest,784,-0.9874047861569744,True,0.9854,6,R,0.1,10000,40,20260925,
22day,^GDAXI,QLIKE,XGBoost,784,-0.9920318932171976,True,0.996,9,R,0.1,10000,40,20260925,
22day,^GDAXI,QLIKE,LSTM,784,-0.9758531584635397,True,0.4256,3,R,0.1,10000,40,20260925,
22day,^GDAXI,QLIKE,GRU,784,-0.992424115860084,True,0.9854,5,R,0.1,10000,40,20260925,
22day,^GDAXI,QLIKE,Transformer,784,-0.9977382524475192,True,0.996,11,R,0.1,10000,40,20260925,
22day,^GDAXI,QLIKE,GARCHLSTM,784,-0.9849652646428689,True,0.9766,4,R,0.1,10000,40,20260925,
22day,^GDAXI,QLIKE,GARCHGRU,784,-0.989673268637428,True,0.9854,7,R,0.1,10000,40,20260925,
22day,^GDAXI,QLIKE,GARCHTransformer,784,-0.9985297304412513,True,1.0,13,R,0.1,10000,40,20260925,
22day,^GDAXI,SquaredError,HistoricalVolatility,784,0.003725035344832717,True,0.9851,11,R,0.1,10000,70,20260925,identical forecasts to Persistence; result is Persistence's
22day,^GDAXI,SquaredError,Persistence,784,0.003725035344832717,True,0.9851,11,R,0.1,10000,70,20260925,
22day,^GDAXI,SquaredError,GARCH,784,0.0039076887264266,True,0.937,9,R,0.1,10000,70,20260925,
22day,^GDAXI,SquaredError,EGARCH,784,0.004619777407590999,True,0.137,2,R,0.1,10000,70,20260925,
22day,^GDAXI,SquaredError,GJRGARCH,784,0.006191273083754168,False,0.0,1,R,0.1,10000,70,20260925,
22day,^GDAXI,SquaredError,LinearRegression,784,0.0036869451829489755,True,0.9851,10,R,0.1,10000,70,20260925,
22day,^GDAXI,SquaredError,RandomForest,784,0.0042588939694561045,True,0.699,6,R,0.1,10000,70,20260925,
22day,^GDAXI,SquaredError,XGBoost,784,0.004491913074420721,True,0.2886,4,R,0.1,10000,70,20260925,
22day,^GDAXI,SquaredError,LSTM,784,0.005272581969081302,True,0.137,3,R,0.1,10000,70,20260925,
22day,^GDAXI,SquaredError,GRU,784,0.0035250376002479104,True,0.9851,12,R,0.1,10000,70,20260925,
22day,^GDAXI,SquaredError,Transformer,784,0.003733796631115157,True,0.9138,8,R,0.1,10000,70,20260925,
22day,^GDAXI,SquaredError,GARCHLSTM,784,0.01734812201773597,True,0.7745,7,R,0.1,10000,70,20260925,
22day,^GDAXI,SquaredError,GARCHGRU,784,0.004859019658767915,True,0.5388,5,R,0.1,10000,70,20260925,
22day,^GDAXI,SquaredError,GARCHTransformer,784,0.003497269319129973,True,1.0,13,R,0.1,10000,70,20260925,
22day,^N225,QLIKE,HistoricalVolatility,784,-0.6055293143062106,True,0.2282,4,R,0.1,10000,83,20260925,identical forecasts to Persistence; result is Persistence's
22day,^N225,QLIKE,Persistence,784,-0.6055293143062106,True,0.2282,4,R,0.1,10000,83,20260925,
22day,^N225,QLIKE,GARCH,784,-0.6446768572891854,True,0.4313,9,R,0.1,10000,83,20260925,
22day,^N225,QLIKE,EGARCH,784,-0.6368608411640557,True,0.4162,7,R,0.1,10000,83,20260925,
22day,^N225,QLIKE,GJRGARCH,784,-0.6490097087787087,True,1.0,13,R,0.1,10000,83,20260925,
22day,^N225,QLIKE,LinearRegression,784,34082.6895750062,True,0.4313,12,R,0.1,10000,83,20260925,
22day,^N225,QLIKE,RandomForest,784,-0.6288029142765813,True,0.1916,2,R,0.1,10000,83,20260925,
22day,^N225,QLIKE,XGBoost,784,-0.5618440992952122,False,0.0044,1,R,0.1,10000,83,20260925,
22day,^N225,QLIKE,LSTM,784,-0.6106323222372229,True,0.4313,11,R,0.1,10000,83,20260925,
22day,^N225,QLIKE,GRU,784,-0.5861587000894671,True,0.2282,3,R,0.1,10000,83,20260925,
22day,^N225,QLIKE,Transformer,784,-0.6127421036784768,True,0.248,5,R,0.1,10000,83,20260925,
22day,^N225,QLIKE,GARCHLSTM,784,-0.6082562301689971,True,0.4313,10,R,0.1,10000,83,20260925,
22day,^N225,QLIKE,GARCHGRU,784,-0.592443610025603,True,0.4313,8,R,0.1,10000,83,20260925,
22day,^N225,QLIKE,GARCHTransformer,784,-0.6060781216198576,True,0.2935,6,R,0.1,10000,83,20260925,
22day,^N225,SquaredError,HistoricalVolatility,784,0.019677839182334116,True,0.4787,3,R,0.1,10000,43,20260925,identical forecasts to Persistence; result is Persistence's
22day,^N225,SquaredError,Persistence,784,0.019677839182334116,True,0.4787,3,R,0.1,10000,43,20260925,
22day,^N225,SquaredError,GARCH,784,0.013519283787679666,True,0.9491,6,R,0.1,10000,43,20260925,
22day,^N225,SquaredError,EGARCH,784,0.012722848351144555,True,1.0,13,R,0.1,10000,43,20260925,
22day,^N225,SquaredError,GJRGARCH,784,0.013103435871334564,True,0.9931,11,R,0.1,10000,43,20260925,
22day,^N225,SquaredError,LinearRegression,784,0.0145258278511235,True,0.9197,5,R,0.1,10000,43,20260925,
22day,^N225,SquaredError,RandomForest,784,0.01328315955210498,True,0.9832,8,R,0.1,10000,43,20260925,
22day,^N225,SquaredError,XGBoost,784,0.01807412979096569,False,0.0124,1,R,0.1,10000,43,20260925,
22day,^N225,SquaredError,LSTM,784,0.013289694084460775,True,0.9921,9,R,0.1,10000,43,20260925,
22day,^N225,SquaredError,GRU,784,0.013930130800902656,True,0.3116,2,R,0.1,10000,43,20260925,
22day,^N225,SquaredError,Transformer,784,0.013149452346437392,True,0.9931,10,R,0.1,10000,43,20260925,
22day,^N225,SquaredError,GARCHLSTM,784,0.013088928303764824,True,0.9931,12,R,0.1,10000,43,20260925,
22day,^N225,SquaredError,GARCHGRU,784,0.0141336947998339,True,0.8125,4,R,0.1,10000,43,20260925,
22day,^N225,SquaredError,GARCHTransformer,784,0.013350252761989747,True,0.9753,7,R,0.1,10000,43,20260925,
22day,^HSI,QLIKE,HistoricalVolatility,784,-0.4758444807902698,True,0.152,6,R,0.1,10000,42,20260925,identical forecasts to Persistence; result is Persistence's
22day,^HSI,QLIKE,Persistence,784,-0.4758444807902698,True,0.152,6,R,0.1,10000,42,20260925,
22day,^HSI,QLIKE,GARCH,784,-0.5007913379679974,True,1.0,13,R,0.1,10000,42,20260925,
22day,^HSI,QLIKE,EGARCH,784,-0.4987473498726023,True,0.6933,12,R,0.1,10000,42,20260925,
22day,^HSI,QLIKE,GJRGARCH,784,-0.49584685069464524,True,0.4607,9,R,0.1,10000,42,20260925,
22day,^HSI,QLIKE,LinearRegression,784,22720.0607833517,True,0.4607,11,R,0.1,10000,42,20260925,
22day,^HSI,QLIKE,RandomForest,784,-0.44915736592567795,False,0.0206,4,R,0.1,10000,42,20260925,
22day,^HSI,QLIKE,XGBoost,784,-0.4546445890560976,False,0.0099,2,R,0.1,10000,42,20260925,
22day,^HSI,QLIKE,LSTM,784,-0.4226085060127346,False,0.0063,1,R,0.1,10000,42,20260925,
22day,^HSI,QLIKE,GRU,784,-0.4091417350330561,True,0.3017,7,R,0.1,10000,42,20260925,
22day,^HSI,QLIKE,Transformer,784,-0.47030708362283175,True,0.152,5,R,0.1,10000,42,20260925,
22day,^HSI,QLIKE,GARCHLSTM,784,-0.4781238390414004,True,0.4607,10,R,0.1,10000,42,20260925,
22day,^HSI,QLIKE,GARCHGRU,784,-0.4057814792650173,True,0.3017,8,R,0.1,10000,42,20260925,
22day,^HSI,QLIKE,GARCHTransformer,784,-0.43855004010376847,False,0.0185,3,R,0.1,10000,42,20260925,
22day,^HSI,SquaredError,HistoricalVolatility,784,0.012682809211018048,True,0.1588,5,R,0.1,10000,43,20260925,identical forecasts to Persistence; result is Persistence's
22day,^HSI,SquaredError,Persistence,784,0.012682809211018048,True,0.1588,5,R,0.1,10000,43,20260925,
22day,^HSI,SquaredError,GARCH,784,0.008291867400523494,True,0.9248,12,R,0.1,10000,43,20260925,
22day,^HSI,SquaredError,EGARCH,784,0.0078031069833568115,True,1.0,13,R,0.1,10000,43,20260925,
22day,^HSI,SquaredError,GJRGARCH,784,0.009764286694710583,True,0.5152,9,R,0.1,10000,43,20260925,
22day,^HSI,SquaredError,LinearRegression,784,0.012767643719729792,True,0.1249,4,R,0.1,10000,43,20260925,
22day,^HSI,SquaredError,RandomForest,784,0.013723451948076264,False,0.0304,3,R,0.1,10000,43,20260925,
22day,^HSI,SquaredError,XGBoost,784,0.012680745727287442,False,0.0202,2,R,0.1,10000,43,20260925,
22day,^HSI,SquaredError,LSTM,784,0.011249662340598255,False,0.0162,1,R,0.1,10000,43,20260925,
22day,^HSI,SquaredError,GRU,784,0.01074767630466117,True,0.2231,8,R,0.1,10000,43,20260925,
22day,^HSI,SquaredError,Transformer,784,0.008684439814425668,True,0.9248,10,R,0.1,10000,43,20260925,
22day,^HSI,SquaredError,GARCHLSTM,784,0.00835742872577025,True,0.9248,11,R,0.1,10000,43,20260925,
22day,^HSI,SquaredError,GARCHGRU,784,0.010871932534017,True,0.1605,7,R,0.1,10000,43,20260925,
22day,^HSI,SquaredError,GARCHTransformer,784,0.01030670736441536,True,0.1588,6,R,0.1,10000,43,20260925,
22day,000001.SS,QLIKE,HistoricalVolatility,784,-0.9610712127004877,True,0.4467,6,R,0.1,10000,43,20260925,identical forecasts to Persistence; result is Persistence's
22day,000001.SS,QLIKE,Persistence,784,-0.9610712127004877,True,0.4467,6,R,0.1,10000,43,20260925,
22day,000001.SS,QLIKE,GARCH,784,-0.9508055084524631,False,0.004,2,R,0.1,10000,43,20260925,
22day,000001.SS,QLIKE,EGARCH,784,-0.9862882040142334,True,0.4467,7,R,0.1,10000,43,20260925,
22day,000001.SS,QLIKE,GJRGARCH,784,-0.9433716383228515,False,0.0015,1,R,0.1,10000,43,20260925,
22day,000001.SS,QLIKE,LinearRegression,784,-0.9716375501548375,True,0.4467,8,R,0.1,10000,43,20260925,
22day,000001.SS,QLIKE,RandomForest,784,-0.9685457510079957,False,0.0127,3,R,0.1,10000,43,20260925,
22day,000001.SS,QLIKE,XGBoost,784,-0.978549161435409,True,0.4467,5,R,0.1,10000,43,20260925,
22day,000001.SS,QLIKE,LSTM,784,-1.0037948318793801,True,1.0,13,R,0.1,10000,43,20260925,
22day,000001.SS,QLIKE,GRU,784,-0.9581840421053185,True,0.4467,9,R,0.1,10000,43,20260925,
22day,000001.SS,QLIKE,Transformer,784,-0.9982764693276887,True,0.9419,11,R,0.1,10000,43,20260925,
22day,000001.SS,QLIKE,GARCHLSTM,784,-0.9982558007324908,True,0.9419,10,R,0.1,10000,43,20260925,
22day,000001.SS,QLIKE,GARCHGRU,784,-0.96658525578436,False,0.0582,4,R,0.1,10000,43,20260925,
22day,000001.SS,QLIKE,GARCHTransformer,784,-0.9999739566756896,True,0.9419,12,R,0.1,10000,43,20260925,
22day,000001.SS,SquaredError,HistoricalVolatility,784,0.007621331764856854,True,0.3964,8,R,0.1,10000,63,20260925,identical forecasts to Persistence; result is Persistence's
22day,000001.SS,SquaredError,Persistence,784,0.007621331764856854,True,0.3964,8,R,0.1,10000,63,20260925,
22day,000001.SS,SquaredError,GARCH,784,0.009028750481484472,False,0.0137,3,R,0.1,10000,63,20260925,
22day,000001.SS,SquaredError,EGARCH,784,0.00673777301272926,True,0.5268,9,R,0.1,10000,63,20260925,
22day,000001.SS,SquaredError,GJRGARCH,784,0.009598928875397223,False,0.0091,1,R,0.1,10000,63,20260925,
22day,000001.SS,SquaredError,LinearRegression,784,0.007008752172265076,True,0.1546,4,R,0.1,10000,63,20260925,
22day,000001.SS,SquaredError,RandomForest,784,0.009844885751093584,False,0.0106,2,R,0.1,10000,63,20260925,
22day,000001.SS,SquaredError,XGBoost,784,0.007852645879436114,True,0.2086,5,R,0.1,10000,63,20260925,
22day,000001.SS,SquaredError,LSTM,784,0.00572340871362077,True,1.0,13,R,0.1,10000,63,20260925,
22day,000001.SS,SquaredError,GRU,784,0.008148893538175623,True,0.2086,6,R,0.1,10000,63,20260925,
22day,000001.SS,SquaredError,Transformer,784,0.006106779525804714,True,0.7422,11,R,0.1,10000,63,20260925,
22day,000001.SS,SquaredError,GARCHLSTM,784,0.00625387881808116,True,0.7422,10,R,0.1,10000,63,20260925,
22day,000001.SS,SquaredError,GARCHGRU,784,0.010541403249994377,True,0.2225,7,R,0.1,10000,63,20260925,
22day,000001.SS,SquaredError,GARCHTransformer,784,0.005933475117550432,True,0.8111,12,R,0.1,10000,63,20260925,
