Horizon,Index,Model,Validation_RMSE,Validation_MAE,Validation_QLIKE,Test_RMSE,Test_MAE,Test_QLIKE
1day,^HSI,LSTM,0.02203280724585235,0.014254719710798537,-0.5640354862518433,0.025266271772046166,0.014919487583372656,-0.5471768016425868
1day,000001.SS,LSTM,0.01488132077549374,0.009129076127190959,-0.8973890712716693,0.01660172495045453,0.010491688992812812,-1.0941572728112543
1day,^GSPC,GRU,0.021498359509871518,0.01435073911168212,-0.7901909535421562,0.01795724327568842,0.012286483626025595,-1.071677050583781
1day,^IXIC,GRU,0.022611926136555816,0.014551476943745005,-0.5498531577679959,0.020211814562292343,0.012923422158565713,-0.750303817375725
1day,^FTSE,GRU,0.03388753048459736,0.023497603635986797,-0.8376012099408365,0.0254284104236183,0.01655340126200403,-1.329570438440666
1day,^GDAXI,GRU,0.021303568881189842,0.013292126473664814,-0.6772369191691955,0.013481009271392569,0.00972555868005514,-1.0617618488233544
1day,^N225,GRU,0.02883574331050731,0.02037498850935601,-0.687826937465821,0.042185528243703106,0.023439841336754256,-0.7220501744040206
1day,^HSI,GRU,0.029239715670195395,0.019307768386537756,-0.5617503427454543,0.035642024409146704,0.020256075075066427,-0.5456670193423591
1day,000001.SS,GRU,0.01901958986273801,0.012316388780161886,-0.8947417074080772,0.0213994298382042,0.014543176697054625,-1.0896224357699775
1day,^GSPC,Transformer,0.08463888762261555,0.04448936534236459,-0.7580247331824574,0.05441356643848856,0.03554772671754572,-1.0126464203252663
1day,^IXIC,Transformer,0.09130072345435541,0.05785511659828463,-0.5081058199247255,0.0735290515845969,0.04764876254118609,-0.6815271396764302
1day,^FTSE,Transformer,0.04891197500989618,0.03378700156461656,-0.8217325321405675,0.04020204033099261,0.02392121547997424,-1.3075939857025107
1day,^GDAXI,Transformer,0.06913281833909019,0.04523281216062945,-0.6444402468040357,0.04482756186880556,0.0327155188430458,-1.0203386272094466
1day,^N225,Transformer,0.05534262430458065,0.037442230444124106,-0.6690390590008439,0.09081872692399061,0.04961021963295869,-0.6713700761011312
1day,^HSI,Transformer,0.07463376674074014,0.052885781476994735,-0.5194074195549574,0.08700648880393373,0.055522154126852,-0.48454278541633283
1day,000001.SS,Transformer,0.04305574459911334,0.03070621095638326,-0.8744989444493912,0.06118051536782156,0.038568279474402146,-1.045300669403737
1day,^GSPC,GARCHLSTM,0.02836265025273396,0.013715298175098877,-0.7914827566248585,0.011443261253936703,0.007426416161326028,-1.0748772683510008
1day,^IXIC,GARCHLSTM,0.029757574048983035,0.017592287140517977,-0.5496194689444346,0.01661571593982284,0.01095550621113769,-0.7513197151544265
1day,^FTSE,GARCHLSTM,0.017380586166039855,0.010989494560019224,-0.8490459798481176,0.011881439303016715,0.00839975868238857,-1.344478541475034
1day,^GDAXI,GARCHLSTM,0.022311020514740463,0.013850191690182248,-0.677367778221481,0.01446895296495604,0.010086311114960762,-1.0615874808615873
1day,^N225,GARCHLSTM,0.01477620140305394,0.010321232108533872,-0.6953738276973879,0.021368272561680127,0.010656581041238492,-0.7341957638523343
1day,^HSI,GARCHLSTM,0.019234675059412423,0.012503094207923103,-0.5653121966737278,0.0232515018538704,0.012174541340623714,-0.5486047946167922
1day,000001.SS,GARCHLSTM,0.014717179155840138,0.009088974952733338,-0.8976285627940913,0.017774322574823094,0.011236107639376797,-1.093868015802162
1day,^GSPC,GARCHGRU,0.02621914519067442,0.018192212859788646,-0.7865481234585259,0.022814512816728735,0.014310712127230112,-1.0684905434918819
1day,^IXIC,GARCHGRU,0.023179863152848573,0.015430092763769327,-0.5499978908412009,0.019642353892477284,0.012623018155936881,-0.7503522811219212
1day,^FTSE,GARCHGRU,0.016914995678246676,0.011705053872605238,-0.848630264836103,0.014277462794470478,0.010832689551780081,-1.3409152452914572
1day,^GDAXI,GARCHGRU,0.023124490494108786,0.016395004898047565,-0.6751932411397469,0.016916224721144,0.013100670075622906,-1.0571996925612521
1day,^N225,GARCHGRU,0.016691191638655588,0.011186798894002092,-0.6949775546597405,0.02126628345717127,0.011863494314750596,-0.7341755329450989
1day,^HSI,GARCHGRU,0.02990525584357004,0.021059486390393463,-0.5610040395005143,0.03249756551871253,0.020590824172580884,-0.5442203934924802
1day,000001.SS,GARCHGRU,0.014849037425100693,0.009610333274195193,-0.8973650808310526,0.016669855084322848,0.010737689516365456,-1.0941930932230657
1day,^GSPC,GARCHTransformer,0.08206998908473498,0.045795556737618856,-0.7459378805402397,0.05455048839158628,0.034734410155875015,-1.0111344548377652
1day,^IXIC,GARCHTransformer,0.07865670104740186,0.04695505965999778,-0.5204475221954099,0.06416066709801733,0.0434430931644432,-0.7022611266924662
1day,^FTSE,GARCHTransformer,0.05855245885757095,0.039735246783780945,-0.8084121552436279,0.036352472481390764,0.023301174602292415,-1.3121121102675917
1day,^GDAXI,GARCHTransformer,0.06650515993879252,0.04474654885972456,-0.6446514486730547,0.039018518302844654,0.029063870979031063,-1.0293448195886572
1day,^N225,GARCHTransformer,0.05956323293194318,0.03888429235456204,-0.6677643879211791,0.08655146189577517,0.046341817576881064,-0.6844994769797107
1day,^HSI,GARCHTransformer,0.06576306444579051,0.043358573044773405,-0.537887094729303,0.08980129307381081,0.06147460586128433,-0.4785031211126459
1day,000001.SS,GARCHTransformer,0.03971160108938683,0.029006976232946857,-0.8752386846705722,0.05992462215088053,0.04234237528290225,-1.0400982635433347
5day,^GSPC,GARCHLSTM,0.04369980124598371,0.028972443112006637,-0.7744475502227852,0.03251267828255088,0.021884697656561692,-1.0591556929827062
5day,^IXIC,GARCHLSTM,0.04727248279667878,0.033704931294200775,-0.5336296973125251,0.037153372824993036,0.026101978181311495,-0.7383188642703166
5day,^FTSE,GARCHLSTM,0.035358618673797616,0.025328880060470575,-0.8315106174440272,0.025911311180612576,0.016476982523803453,-1.3276634158525222
5day,^GDAXI,GARCHLSTM,0.04046568373005555,0.027234481695176175,-0.6628390422183841,0.02513252133774427,0.016435743818937795,-1.0540360988529998
5day,^N225,GARCHLSTM,0.026127416764406122,0.019882396876264377,-0.688234063146624,0.05271884780439199,0.029241744817341646,-0.7160399322210714
5day,^HSI,GARCHLSTM,0.04405085542264547,0.029180602235174984,-0.5538223480155062,0.04415124687626628,0.025708499177375662,-0.5387701220704008
5day,000001.SS,GARCHLSTM,0.03454529113599425,0.023590590762774935,-0.8820578401512663,0.03921104973943634,0.025275884396460554,-1.0685303150433954
5day,^GSPC,GARCHGRU,0.03288034523410002,0.02093718477727157,-0.7806625007511052,0.024739351002266333,0.016789234572829534,-1.064870081127847
5day,^IXIC,GARCHGRU,0.03719251324126022,0.02549426987366114,-0.5417609654889695,0.029820638773017875,0.01969291175376145,-0.743761432829281
5day,^FTSE,GARCHGRU,0.02769049135299705,0.01957364254875342,-0.8389804276098151,0.022205738203255464,0.014028911198842689,-1.3322738216620322
5day,^GDAXI,GARCHGRU,0.03226769749584429,0.022617573991233795,-0.6675247740765571,0.024032147868330907,0.0187061396583113,-1.0502990880584822
5day,^N225,GARCHGRU,0.027230315216705603,0.019986656672049203,-0.6879043958753672,0.046876215322120045,0.023625016276270432,-0.7212881644105761
5day,^HSI,GARCHGRU,0.037314103152056854,0.025733117241525275,-0.5569386076510344,0.042073328231721004,0.025679895528396716,-0.5392393748780042
5day,000001.SS,GARCHGRU,0.029685166407758617,0.022872366764600638,-0.8841054643627674,0.03880541270887548,0.03016143264228014,-1.0633907828839098
5day,^GSPC,GARCHTransformer,0.09964061594483953,0.0584835773102669,-0.7214021980804004,0.06434093141662538,0.03827466230727768,-1.0087148932098164
5day,^IXIC,GARCHTransformer,0.10054983117584569,0.06338800254445531,-0.49625410284894766,0.06393264909773175,0.043558257983497016,-0.7046397045852354
5day,^FTSE,GARCHTransformer,0.056617614971491675,0.04194834894099247,-0.8002402155693064,0.04436167928633335,0.02733005823775615,-1.2968607405951158
5day,^GDAXI,GARCHTransformer,0.07008157911064211,0.05034053173826529,-0.6361954236589809,0.04305932837856544,0.03213280331392133,-1.0239634195575493
5day,^N225,GARCHTransformer,0.0505197557711572,0.03772912521645767,-0.6661116320533382,0.10494294604137258,0.05527645529034056,-0.6442441837283469
5day,^HSI,GARCHTransformer,0.0771505441659022,0.05345904775544467,-0.5185361727779692,0.09706671019425947,0.06586549655881306,-0.45447218846132403
5day,000001.SS,GARCHTransformer,0.04796775091923637,0.03237122109190749,-0.8641023882759915,0.0636369418030724,0.04197725603755865,-1.0326353057524593
22day,^GSPC,GARCHLSTM,0.12804222707600535,0.07151627119743494,-0.656577932366965,0.07169519854033453,0.05416178336349494,-0.9927896091651773
22day,^IXIC,GARCHLSTM,0.12752720538021503,0.08075670579098458,-0.44371616459165913,0.08032501559056289,0.05472945805738236,-0.692487895455799
22day,^FTSE,GARCHLSTM,0.09259428901329884,0.05638920110506385,-0.7339375949312769,0.051149435280223116,0.03332194210906255,-1.2822833078989344
22day,^GDAXI,GARCHLSTM,0.1069163569738936,0.06610603956675036,-0.5642240908293615,0.1317123270582115,0.05335092577201432,-0.9849652653790093
22day,^N225,GARCHLSTM,0.06564397600475029,0.04821883439834157,-0.6421567081317417,0.11440685498464924,0.0593175820150944,-0.608256225845402
22day,^HSI,GARCHLSTM,0.08549139935575821,0.05611085476222326,-0.4991268239466786,0.091418974175933,0.056060022941402846,-0.47812383735386843
22day,000001.SS,GARCHLSTM,0.061168983243792,0.04540775399772948,-0.8334242361713088,0.07908146865817632,0.058170496226328874,-0.9982558028433486
22day,^GSPC,GARCHGRU,0.11773956294038651,0.06433900780762711,-0.6641100783384907,0.06534397495822017,0.042371461975072494,-1.0068803990641788
22day,^IXIC,GARCHGRU,0.1116704361299173,0.07632798244543972,-0.46001075972750893,0.07765060124450283,0.052028574991430036,-0.6965666477058644
22day,^FTSE,GARCHGRU,0.08884502778238293,0.060074773505184975,-0.71882219618226,0.05107752530844757,0.03380327031149152,-1.2765157551306
22day,^GDAXI,GARCHGRU,0.10571376266194864,0.07175001766444941,-0.5565884325646376,0.06970666992628172,0.04911123132622921,-0.9896732673213525
22day,^N225,GARCHGRU,0.054953099026192685,0.04214090290920378,-0.6512209730505402,0.11888521538032581,0.06575507743339737,-0.5924436179812742
22day,^HSI,GARCHGRU,0.09174152702607043,0.06461216598657024,-0.4723073006098461,0.10426856022711779,0.06818656962044156,-0.40578146787657665
22day,000001.SS,GARCHGRU,0.064863548230799,0.05147294167715196,-0.8336166069846488,0.10267133482710704,0.07357049681836159,-0.966585256969043
22day,^GSPC,GARCHTransformer,0.14481551792842753,0.08232334228935155,-0.6114426966806561,0.06944859514280803,0.036399754203129034,-0.9867452360904365
22day,^IXIC,GARCHTransformer,0.14780551322174373,0.0940173603464766,-0.3914657169363957,0.08818546965905513,0.05157234468012284,-0.65662800732084
22day,^FTSE,GARCHTransformer,0.09414574845611376,0.05140144691371255,-0.7538654256522868,0.050241268341538886,0.034022364607494686,-1.2761647441518473
22day,^GDAXI,GARCHTransformer,0.10875935132814865,0.06402403797173647,-0.5835309632421463,0.059137715833900394,0.041545971908702815,-0.9985297291227255
22day,^N225,GARCHTransformer,0.07085907481376698,0.04758460553326436,-0.6432132164989048,0.11554329328737845,0.06336352749766652,-0.6060781270019692
22day,^HSI,GARCHTransformer,0.09303716137789425,0.06538923936588072,-0.47862943503643723,0.10152195167054104,0.06943156672932134,-0.438550055079344
22day,000001.SS,GARCHTransformer,0.0684638377261225,0.052782406232826755,-0.827281607406314,0.07702905506262876,0.05772512571882702,-0.9999739509877215
5day,^GSPC,LSTM,0.05583356225747936,0.034695518247975,-0.7682683059384887,0.0440130931806745,0.025532758758218695,-1.0482930151481131
5day,^GSPC,GRU,0.04313778241678389,0.03005890779268904,-0.773480060200434,0.02931317333979226,0.019876319912740224,-1.0579348905104025
5day,^GSPC,Transformer,0.09826919068162086,0.056149525103616676,-0.7260422938321224,0.05410304640389083,0.034099365468697795,-1.0211544745746999
5day,^IXIC,LSTM,0.05565278976869503,0.039854355864109625,-0.5302820680994809,0.04510073910914426,0.031186010660730564,-0.732485983709889
5day,^IXIC,GRU,0.04096866616875974,0.029697906795519025,-0.5370807569739657,0.03671892627403406,0.02525071999638537,-0.7360035391735242
5day,^IXIC,Transformer,0.10353117189645361,0.06689551339157575,-0.4829954328574847,0.07393315635659665,0.04820831690903248,-0.6839844725175304
5day,^FTSE,LSTM,0.037348374315084934,0.027710164502504686,-0.8265594172659896,0.029222666901323642,0.01867728493988248,-1.323500929523218
5day,^FTSE,GRU,0.04114265294018774,0.03194546127835363,-0.8183238585129063,0.024061868114598293,0.014742264158882025,-1.331797556879537
5day,^GSPC,LSTM,0.05583356225747936,0.034695518247975,-0.7682683059384887,0.0440130931806745,0.025532758758218695,-1.0482930151481131
5day,^GSPC,GRU,0.04313778241678389,0.03005890779268904,-0.773480060200434,0.02931317333979226,0.019876319912740224,-1.0579348905104025
5day,^GSPC,Transformer,0.09826919068162086,0.056149525103616676,-0.7260422938321224,0.05410304640389083,0.034099365468697795,-1.0211544745746999
5day,^IXIC,LSTM,0.05565278976869503,0.039854355864109625,-0.5302820680994809,0.04510073910914426,0.031186010660730564,-0.732485983709889
5day,^GSPC,LSTM,0.05583356225747936,0.034695518247975,-0.7682683059384887,0.0440130931806745,0.025532758758218695,-1.0482930151481131
5day,^GSPC,GRU,0.04313778241678389,0.03005890779268904,-0.773480060200434,0.02931317333979226,0.019876319912740224,-1.0579348905104025
5day,^GSPC,Transformer,0.09826919068162086,0.056149525103616676,-0.7260422938321224,0.05410304640389083,0.034099365468697795,-1.0211544745746999
5day,^IXIC,LSTM,0.05565278976869503,0.039854355864109625,-0.5302820680994809,0.04510073910914426,0.031186010660730564,-0.732485983709889
5day,^IXIC,GRU,0.04096866616875974,0.029697906795519025,-0.5370807569739657,0.03671892627403406,0.02525071999638537,-0.7360035391735242
5day,^IXIC,Transformer,0.10353117189645361,0.06689551339157575,-0.4829954328574847,0.07393315635659665,0.04820831690903248,-0.6839844725175304
5day,^FTSE,LSTM,0.037348374315084934,0.027710164502504686,-0.8265594172659896,0.029222666901323642,0.01867728493988248,-1.323500929523218
5day,^FTSE,GRU,0.04114265294018774,0.03194546127835363,-0.8183238585129063,0.024061868114598293,0.014742264158882025,-1.331797556879537
5day,^FTSE,Transformer,0.06037483447207133,0.04408324092270007,-0.7977807285201287,0.038825219237694546,0.024162687039740297,-1.3082913785288555
5day,^GDAXI,LSTM,0.048987661467282596,0.03435368853521663,-0.6544658692061092,0.03058311646959935,0.02146661245069203,-1.0451044327901038
5day,^GDAXI,GRU,0.04182419330305958,0.03154169760934015,-0.6555854970053269,0.02652029960136472,0.01910124791287093,-1.047328110072276
5day,^GDAXI,Transformer,0.0705370328170839,0.04873990626721675,-0.6385272572296294,0.04435239758237977,0.032298375897668485,-1.020993443173749
5day,^N225,LSTM,0.031208911577473353,0.023676580480628588,-0.6848366715724987,0.06074783855204231,0.03250147436711077,-0.7076008510862349
5day,^N225,GRU,0.03194102362531869,0.023442762578960944,-0.6851910092792909,0.056811461957267904,0.02969751744176428,-0.7125024935989213
5day,^N225,Transformer,0.040378572608827865,0.03142464366562129,-0.6759421709918241,0.08943895075665023,0.04876970165261826,-0.6745560654992185
5day,^HSI,LSTM,0.05833273940727387,0.038000969595702094,-0.5434774487269834,0.06220232322992988,0.04008396184705331,-0.5230415775872845
5day,^HSI,GRU,0.05363073580294086,0.03615116409885511,-0.5464718101673572,0.056837202109754036,0.03810934121934616,-0.523339118927129
5day,^HSI,Transformer,0.06544512761270091,0.04659709951654276,-0.5305775016727402,0.08595494346851365,0.05928708708070114,-0.4849838426987818
5day,000001.SS,LSTM,0.044246766659959996,0.032955320139460835,-0.8694924207159523,0.04763751403889762,0.031657159933507074,-1.0542434986324736
5day,000001.SS,GRU,0.029886246565278225,0.02068909574083882,-0.8859622694806928,0.03690502291818617,0.02353896796822005,-1.0719576086972114
5day,000001.SS,Transformer,0.058522113393840246,0.04343926855703166,-0.8525393971115128,0.07206052332115982,0.05192110443614194,-1.026097943565235
22day,^GSPC,LSTM,0.13403713848068144,0.07398688091806092,-0.6170906189329439,0.0778541498503966,0.04890423804850653,-0.9764371906995541
22day,^GSPC,GRU,0.11972829921751174,0.06801464857411169,-0.666457167485591,0.071644621767395,0.049315185074590234,-0.9948155246800786
22day,^GSPC,Transformer,0.14503089132136568,0.0785800270242051,-0.6179900301417479,0.0737035304143166,0.05375282041173411,-0.9914303388364456
22day,^IXIC,LSTM,0.13611062021876735,0.08142613110671496,-0.40865568575829786,0.08797083502523047,0.05791269238018408,-0.6717717864692521
22day,^IXIC,GRU,0.12226953554782105,0.08302861159041522,-0.44062505187256845,0.0844802558254098,0.059184524465777204,-0.6903532829567182
22day,^IXIC,Transformer,0.1451254840114624,0.08722560628689113,-0.3985678878691278,0.08335262265586096,0.05342734500355364,-0.6780550404377016
22day,^FTSE,LSTM,0.0902131916029393,0.055116956262907565,-0.7478883180229692,0.05406598407037588,0.03870231390035466,-1.2734744095936466
22day,^FTSE,GRU,0.09215542598978134,0.06103254611836974,-0.7261827236491666,0.05238687539506462,0.035852952527341234,-1.2756436043039021
22day,^FTSE,Transformer,0.09660193592951012,0.052499877146568855,-0.7459077649641694,0.052273491698024,0.033352126819894835,-1.273200314719184
22day,^GDAXI,LSTM,0.10115827592384923,0.06244662843055908,-0.5970071986068958,0.07261169611556377,0.05793753959157358,-0.975854489484827
22day,^GDAXI,GRU,0.10540502254895462,0.07078433067387584,-0.5330830326611534,0.05937087846095203,0.042799867568214425,-0.9924257729211214
22day,^GDAXI,Transformer,0.11014092671508964,0.06622260375642754,-0.5768876496420745,0.061114706884414796,0.04243287370130862,-0.9977285782553027
22day,^N225,LSTM,0.05842838493575755,0.04282528880246601,-0.6515747227898118,0.11528079352203252,0.06270675829990197,-0.6106305188824439
22day,^N225,GRU,0.0609857889297346,0.04663001753304131,-0.6413151402159255,0.11802628183957849,0.06219521548251604,-0.5861573043395224
22day,^N225,Transformer,0.0715913684274999,0.0483345293305719,-0.6434894732062753,0.11466156245499771,0.06528259223940445,-0.6127934519518451
22day,^HSI,LSTM,0.0949003756071745,0.0638429259475353,-0.46600272643313745,0.10606463844429403,0.07306328021683159,-0.42260633938848835
22day,^HSI,GRU,0.09826658916496794,0.06801206710570012,-0.4661539050194205,0.10367497467260847,0.06479575503339391,-0.4091180973020333
22day,^HSI,Transformer,0.09138182405114886,0.06793164902999249,-0.4874306257879673,0.09320519031692558,0.06405355993235858,-0.4702642673245515
22day,000001.SS,LSTM,0.06595291811778412,0.04266159734082164,-0.8145237010052414,0.07565200554613705,0.049272063986779066,-1.003797193451584
22day,000001.SS,GRU,0.06550563244127353,0.05065896082249775,-0.8291485050719952,0.09027457343724529,0.06687426271810196,-0.9581761299687229
22day,000001.SS,Transformer,0.07369485389852329,0.056820238501344544,-0.8192271465304792,0.07814737634370185,0.057834954237412126,-0.998268329967064
5day,^GSPC,GJRGARCH,0.05011807491105642,0.033570553038877536,-0.7792361517180778,0.0334409392530179,0.022976186015921683,-1.0345426898244037
5day,^IXIC,GJRGARCH,0.05442872817570139,0.037467754787694256,-0.5435634542654627,0.04177049216782388,0.02850705414696519,-0.7152870741575327
5day,^FTSE,GJRGARCH,0.045399981815521934,0.030469676239469525,-0.8361697605795275,0.03272353584264163,0.02499007195170377,-1.3156348793894823
5day,^GDAXI,GJRGARCH,0.056469588944073876,0.03775144750476973,-0.6654526882474877,0.03492565072354365,0.02734283691384066,-1.0344617978586894
5day,^N225,GJRGARCH,0.0366355658310715,0.02679044991698977,-0.6994609065274803,0.05156475212844408,0.031113135778050735,-0.7243217492850047
5day,^HSI,GJRGARCH,0.038601785974513234,0.02844434894067127,-0.5712303803829301,0.049604245800941506,0.02936371114195728,-0.5128532765236498
5day,000001.SS,GJRGARCH,0.033949251694013985,0.021463046960166612,-0.8955694396582582,0.039160061844879454,0.020885822021213803,-1.061580028862254
5day,^GSPC,GJRGARCH,0.05011807491105642,0.033570553038877536,-0.7792361517180778,0.0334409392530179,0.022976186015921683,-1.0345426898244037
5day,^IXIC,GJRGARCH,0.05442872817570139,0.037467754787694256,-0.5435634542654627,0.04177049216782388,0.02850705414696519,-0.7152870741575327
5day,^FTSE,GJRGARCH,0.045399981815521934,0.030469676239469525,-0.8361697605795275,0.03272353584264163,0.02499007195170377,-1.3156348793894823
5day,^GDAXI,GJRGARCH,0.056469588944073876,0.03775144750476973,-0.6654526882474877,0.03492565072354365,0.02734283691384066,-1.0344617978586894
5day,^N225,GJRGARCH,0.0366355658310715,0.02679044991698977,-0.6994609065274803,0.05156475212844408,0.031113135778050735,-0.7243217492850047
5day,^HSI,GJRGARCH,0.038601785974513234,0.02844434894067127,-0.5712303803829301,0.049604245800941506,0.02936371114195728,-0.5128532765236498
5day,000001.SS,GJRGARCH,0.033949251694013985,0.021463046960166612,-0.8955694396582582,0.039160061844879454,0.020885822021213803,-1.061580028862254
